data_id;rule_id;context_type;base_form;transformed_form;full_context_de;full_context_en;focus_element;transformation_type;case_involved;person_number;tense_mood;difficulty;tags;cultural_note
GD334;G009;conjugation;ich stoße;er stößt;Er stößt gegen den Tisch.;He bumps against the table.;o -> ö;conjugation;;3sg;present;3;verb,irregular,vowel-change;
GD335;G011;transformation;helfen -> geholfen;wer hat geholfen;Wer hat dir geholfen?;Who helped you?;Participle formation;tense_change;dat;3sg;perfekt;4;perfekt,haben,irregular,question;
GD336;G011;transformation;beginnen -> begonnen;es hat begonnen;Das Konzert hat schon begonnen.;The concert has already begun.;Participle formation;tense_change;;3sg;perfekt;4;perfekt,haben,irregular,inseparable;
GD337;G011;transformation;verlieren -> verloren;ich habe verloren;Ich habe meine Schlüssel verloren.;I have lost my keys.;Participle formation;tense_change;;1sg;perfekt;4;perfekt,haben,irregular,inseparable;
GD338;G012;transformation;einsteigen -> eingestiegen;er ist eingestiegen;Er ist in den falschen Zug eingestiegen.;He got on the wrong train.;Participle formation;tense_change;;3sg;perfekt;4;perfekt,sein,separable-verb;
GD339;G012;transformation;passieren -> passiert;ist etwas passiert;Ist dir etwas passiert?;Did something happen to you?;Participle formation;tense_change;dat;3sg;perfekt;3;perfekt,sein,ieren-verb,question;
GD340;G016;declension;das Mädchen;dem Mädchen;Der Lehrer gibt dem Mädchen eine gute Note.;The teacher gives the girl a good grade.;das -> dem;declension;dat;3sg;present;4;dative,neuter;
GD341;G016;declension;viele Freunde;vielen Freunden;Ich habe mit vielen Freunden gesprochen.;I spoke with many friends.;-e -> -en;declension;dat;1sg;perfekt;5;dative,plural,adjective-declension;
GD342;G017;sentence_structure;Ich komme von (die Arbeit).;Ich komme von der Arbeit.;Article declension;declension;dat;1sg;present;3;dative-preposition,von;
GD343;G017;sentence_structure;Das Geschenk ist von (er).;Das Geschenk ist von ihm.;Pronoun declension;declension;dat;3sg;present;4;dative-preposition,von,pronoun-case;
GD344;G018;sentence_structure;Wir fahren um (die Stadt).;Wir fahren um die Stadt herum.;Prepositional phrase;word_order;acc;1pl;present;3;accusative-preposition,um;`um ... herum` means 'around'.
GD345;G019;sentence_structure;Er sitzt hinter (ich).;Er sitzt hinter mir.;Pronoun declension;declension;dat;3sg;present;4;two-way-preposition,location,pronoun-case;
GD346;G019;sentence_structure;Stell das Auto hinter (mein Auto).;Stell das Auto hinter meines.;Pronoun replacement;declension;acc;2sg;imperative;5;two-way-preposition,direction,pronoun;`meines` can replace `mein Auto`.
GD347;G021;transformation;umziehen;Wir ziehen nächsten Monat um.;Word order with time;word_order;;1pl;present;3;separable-verb,umziehen;
GD348;G021;transformation;abfahren;Wann fährt der Zug ab?;Question word order;word_order;;3sg;present;3;separable-verb,abfahren,question;
GD349;G021;transformation;ankommen;Der Brief ist nicht angekommen.;Perfekt tense;tense_change;;3sg;perfekt;4;separable-verb,ankommen,perfekt,sein;
GD350;G023;word_order;Ich warte, bis du fertig bist.;Ich warte, bis du fertig bist.;Subordinate Clause;word_order;;2sg;present;4;conjunction,bis;
GD351;G023;word_order;Bevor du gehst, räum dein Zimmer auf!;Subordinate Clause + Command;word_order;;2sg;imperative;5;conjunction,bevor,imperative;`auf` from `aufräumen` is at the end of the main clause.
GD352;G023;word_order;Obwohl es kalt war, sind wir schwimmen gegangen.;Subordinate Clause first;word_order;;1pl;perfekt;5;conjunction,obwohl,inversion;When the subordinate clause is first, the main clause verb comes next.
GD353;G024;declension;deine Hand;deiner Hand;In deiner Hand hast du die Zukunft.;In your hand you have the future.;Ending (-er);declension;dat;2sg;present;4;possessive,feminine,dative;
GD354;G024;declension;sein Lächeln;sein Lächeln;Sein Lächeln ist ansteckend.;His smile is contagious.;Ending (-);declension;nom;3sg;present;3;possessive,neuter;
GD355;G026;transformation;nah -> näher;näher;Komm bitte ein bisschen näher.;Please come a little bit closer.;Comparative;comparison;;;imperative;4;comparative,umlaut;
GD356;G026;transformation;kalt -> kälter;kälter als;In Norwegen ist es kälter als in Spanien.;In Norway it is colder than in Spain.;Comparative with 'als';comparison;;;present;3;comparative,umlaut;
GD357;G026;transformation;lang -> länger;länger;Der zweite Film ist länger als der erste.;The second movie is longer than the first.;Comparative with 'als';comparison;;;present;3;comparative,umlaut;
GD358;reflexive_verb;sich erinnern an;wir erinnern uns an;Wir erinnern uns gern an den Urlaub.;We like to remember the vacation.;Reflexive with Preposition;reflexive;acc;1pl;present;4;reflexive,preposition;
GD359;reflexive_verb;sich ärgern über;du ärgerst dich über;Ärgerst du dich über das Wetter?;Are you annoyed about the weather?;Reflexive with Preposition;reflexive;acc;2sg;present;4;reflexive,preposition,question;
GD360;reflexive_verb;sich kümmern um;er kümmert sich um;Er kümmert sich um seine kranke Mutter.;He is taking care of his sick mother.;Reflexive with Preposition;reflexive;acc;3sg;present;4;reflexive,preposition;
GD361;reflexive_verb;sich bewerben um;ich bewerbe mich um;Ich bewerbe mich um die Stelle als Ingenieur.;I am applying for the position as an engineer.;Reflexive with Preposition;reflexive;acc;1sg;present;4;reflexive,preposition;
GD362;reflexive_verb;sich unterhalten über;sie unterhalten sich über;Sie unterhalten sich über Politik.;They are chatting about politics.;Reflexive with Preposition;reflexive;acc;3pl;present;4;reflexive,preposition;
GD363;G011;transformation;verstehen -> verstanden;hast du verstanden;Hast du die Frage verstanden?;Did you understand the question?;Inseparable Perfekt;tense_change;;2sg;perfekt;4;perfekt,haben,inseparable;
GD364;G011;transformation;empfehlen -> empfohlen;er hat empfohlen;Was hat der Arzt empfohlen?;What did the doctor recommend?;Inseparable Perfekt;tense_change;;3sg;perfekt;4;perfekt,haben,inseparable;
GD365;G011;transformation;gefallen -> gefallen;es hat gefallen;Hat es Ihnen gefallen?;Did you like it? (Was it pleasing to you?);Inseparable Perfekt;tense_change;dat;3sg;perfekt;4;perfekt,haben,inseparable;
GD366;G012;transformation;verschwinden -> verschwunden;die Sonne ist verschwunden;Die Sonne ist hinter den Wolken verschwunden.;The sun has disappeared behind the clouds.;Inseparable Perfekt;tense_change;;3sg;perfekt;4;perfekt,sein,inseparable;
GD367;G010;transformation;Er kann nicht kommen.;Er konnte nicht kommen.;Present -> Präteritum (Modal);tense_change;;3sg;präteritum;4;präteritum,modal;Präteritum of modals is common.
GD368;G010;transformation;Ich will das nicht.;Ich wollte das nicht.;Present -> Präteritum (Modal);tense_change;;1sg;präteritum;4;präteritum,modal;
GD369;G010;transformation;Sie muss gehen.;Sie musste gehen.;Present -> Präteritum (Modal);tense_change;;3sg;präteritum;4;präteritum,modal;
GD370;G010;transformation;Wir dürfen bleiben.;Wir durften bleiben.;Present -> Präteritum (Modal);tense_change;;1pl;präteritum;4;präteritum,modal;
GD371;G010;transformation;Du sollst lernen.;Du solltest lernen.;Present -> Präteritum (Modal);tense_change;;2sg;präteritum;4;präteritum,modal;`solltest` is also the subjunctive form, used for giving advice.
GD372;G022;word_order;Ich mag Hunde, und ich mag Katzen.;Ich mag sowohl Hunde als auch Katzen.;Sentence combination;word_order;;;present;4;conjunction,sowohl-als-auch;
GD373;G022;word_order;Er trinkt keinen Alkohol. Er raucht nicht.;Er trinkt weder Alkohol noch raucht er.;Sentence combination;word_order;;;present;5;conjunction,weder-noch;`noch` inverts the subject and verb.
GD374;G022;word_order;Das Auto ist alt, aber es fährt gut.;Das Auto ist zwar alt, aber es fährt gut.;Sentence combination;word_order;;;present;4;conjunction,zwar-aber;
GD375;G017;sentence_structure;außer (ich);außer mir;Alle sind gekommen außer mir.;Everyone came except for me.;Pronoun declension;declension;dat;1sg;present;4;dative-preposition,außer;`außer` is a dative preposition.
GD376;G005;conjugation;du lächelst;er lächelt;Er lächelt immer.;He is always smiling.;Spelling change;conjugation;;3sg;present;3;verb,regular,spelling;Verbs ending in -eln drop the 'e' of the stem in the ich-form: `ich lächle`.
GD377;G005;conjugation;ich sammle;du sammelst;Sammelst du Briefmarken?;Do you collect stamps?;Spelling change;conjugation;;2sg;present;3;verb,regular,spelling;
GD378;G009;conjugation;ich werfe;er wirft;Er wirft den Ball zu mir.;He throws the ball to me.;e -> i;conjugation;;3sg;present;3;verb,irregular,vowel-change;
GD379;G009;conjugation;du empfiehlst;ich empfehle;Ich empfehle dieses Restaurant.;I recommend this restaurant.;ie -> e;conjugation;;1sg;present;3;verb,irregular,vowel-change;
GD380;G009;conjugation;ich bewerbe mich;er bewirbt sich;Er bewirbt sich um einen neuen Job.;He is applying for a new job.;e -> i;conjugation;acc;3sg;present;4;verb,irregular,reflexive;
GD381;G011;transformation;anbieten -> angeboten;sie hat angeboten;Sie hat mir ihre Hilfe angeboten.;She offered me her help.;Participle Formation (Separable);tense_change;dat;3sg;perfekt;4;perfekt,haben,separable-verb;
GD382;G011;transformation;vorschlagen -> vorgeschlagen;was hast du vorgeschlagen;Was hast du vorgeschlagen?;What did you suggest?;Participle Formation (Separable);tense_change;;2sg;perfekt;4;perfekt,haben,separable-verb,question;
GD383;G011;transformation;teilnehmen -> teilgenommen;er hat teilgenommen;Er hat am Marathon teilgenommen.;He participated in the marathon.;Participle Formation (Separable);tense_change;;3sg;perfekt;4;perfekt,haben,separable-verb;
GD384;G012;transformation;einfallen -> eingefallen;mir ist eingefallen;Mir ist sein Name wieder eingefallen.;His name occurred to me again.;Participle Formation (Separable);tense_change;dat;3sg;perfekt;4;perfekt,sein,separable-verb;
GD385;G016;declension;dein neuer Kollege;deinem neuen Kollegen;Ich habe mit deinem neuen Kollegen gesprochen.;I spoke with your new colleague.;Ending (-em, -en);declension;dat;1sg;perfekt;5;dative,adjective-declension,n-declension;
GD386;G018;sentence_structure;Ich gehe nie ohne (mein Handy) aus dem Haus.;Ich gehe nie ohne mein Handy aus dem Haus.;Possessive declension;declension;acc;1sg;present;3;accusative-preposition,ohne;
GD387;G019;sentence_structure;Das Foto hängt über (mein Bett).;Das Foto hängt über meinem Bett.;Possessive declension;declension;dat;3sg;present;4;two-way-preposition,location;
GD388;G019;sentence_structure;Er hängt das Foto über (mein Bett).;Er hängt das Foto über mein Bett.;Possessive declension;declension;acc;3sg;present;4;two-way-preposition,direction;
GD389;G020;transformation;Du rufst mich an!;Ruf mich an!;Command formation;mood_change;acc;2sg;imperative;3;separable-verb,imperative;
GD390;G020;transformation;Ihr kauft ein!;Kauft ein!;Command formation;mood_change;;2pl;imperative;3;separable-verb,imperative;
GD391;G023;word_order;Er bleibt zu Hause, obwohl die Sonne scheint.;Obwohl die Sonne scheint, bleibt er zu Hause.;Subordinate Clause first;word_order;;;present;5;conjunction,obwohl,inversion;
GD392;G024;declension;sein ganzes Geld;sein ganzes Geld;Er hat sein ganzes Geld ausgegeben.;He spent all his money.;Adjective + Possessive;declension;acc;3sg;perfekt;5;possessive,adjective-declension;
GD393;G024;declension;unser erstes Kind;unser erstes Kind;Das ist unser erstes Kind.;This is our first child.;Adjective + Possessive;declension;nom;3sg;present;5;possessive,adjective-declension;
GD394;G026;transformation;nah -> näher;am nächsten;Wo ist die nächste U-Bahn-Station?;Where is the nearest subway station?;Superlative used as adjective;comparison;;;present;5;superlative,adjective-declension;
GD395;G026;transformation;hoch -> höher;am höchsten;Der Mount Everest ist der höchste Berg der Welt.;Mount Everest is the highest mountain in the world.;Superlative used as adjective;comparison;;;present;5;superlative,adjective-declension;
GD396;G002;word_order;Morgens trinke ich immer Kaffee.;Morgens trinke ich immer Kaffee.;Adverb of time in Pos 1;word_order;;1sg;present;3;word-order,v2-rule,inversion;
GD397;G002;word_order;Mit meiner Familie spreche ich Deutsch.;Mit meiner Familie spreche ich Deutsch.;Prepositional phrase in Pos 1;word_order;;1sg;present;4;word-order,v2-rule,inversion;
GD398;G002;word_order;Ins Kino gehe ich nicht gern.;Ins Kino gehe ich nicht gern.;Prepositional phrase in Pos 1;word_order;;1sg;present;4;word-order,v2-rule,inversion;
GD399;G007;negation;Ich habe nichts.;Ich habe nichts.;Negating with 'nichts';negation;;;present;2;negation,nichts;
GD400;G007;negation;Niemand ist da.;Niemand ist da.;Negating with 'niemand';negation;;;present;2;negation,niemand;
GD401;G011;transformation;anziehen -> angezogen;er hat angezogen;Er hat einen warmen Pullover angezogen.;He put on a warm sweater.;Participle Formation (Separable);tense_change;acc;3sg;perfekt;4;perfekt,haben,separable-verb;
GD402;G012;transformation;einsteigen -> eingestiegen;seid ihr eingestiegen;In welchen Bus seid ihr eingestiegen?;Which bus did you all get on?;Participle Formation (Separable);tense_change;;2pl;perfekt;4;perfekt,sein,separable-verb,question;
GD403;G023;word_order;Ich warte hier, bis der Regen aufhört.;Ich warte hier, bis der Regen aufhört.;Subordinate Clause;word_order;;3sg;present;4;conjunction,bis,separable-verb;The separable verb `aufhören` rejoins at the end.
GD404;G023;word_order;Er weiß nicht, wie das Gerät funktioniert.;Er weiß nicht, wie das Gerät funktioniert.;Indirect Question;word_order;;3sg;present;4;conjunction,wie;
GD405;G023;word_order;Ich erzähle dir, was passiert ist.;Ich erzähle dir, was passiert ist.;Indirect Question;word_order;;3sg;perfekt;5;conjunction,was,perfekt,sein;
GD406;G022;word_order;Ich bin nicht nur müde, sondern auch krank.;Ich bin nicht nur müde, sondern auch krank.;Correlative Conjunction;word_order;;1sg;present;4;conjunction,nicht-nur-sondern-auch;
GD407;G022;word_order;Er kann sowohl Englisch als auch Spanisch sprechen.;Er kann sowohl Englisch als auch Spanisch sprechen.;Correlative Conjunction;word_order;;3sg;present;4;conjunction,sowohl-als-auch,modal;
GD408;G016;pronoun_case;Das schmeckt (ich) gut.;Das schmeckt mir gut.;Dative verb object;declension;dat;1sg;present;4;dative,pronoun-case;`schmecken` takes a dative object.
GD409;G016;pronoun_case;Ich folge (du).;Ich folge dir.;Dative verb object;declension;dat;1sg;present;4;dative,pronoun-case;`folgen` takes a dative object.
GD410;G016;pronoun_case;Wir gratulieren (Sie).;Wir gratulieren Ihnen.;Dative verb object;declension;dat;1pl;present;4;dative,pronoun-case,formal;`gratulieren` takes a dative object.
GD411;G006;pronoun_case;Ich besuche (du) morgen.;Ich besuche dich morgen.;Accusative object;declension;acc;1sg;present;3;accusative,pronoun-case;
GD412;G006;pronoun_case;Wir verstehen (er) nicht.;Wir verstehen ihn nicht.;Accusative object;declension;acc;1pl;present;3;accusative,pronoun-case;
GD413;G004;pronoun_case;(Ich/Mich/Mir) gehe jetzt.;Ich gehe jetzt.;Subject of sentence;declension;nom;1sg;present;2;nominative,pronoun-case;
GD414;G004;pronoun_case;(Er/Ihn/Ihm) hat Recht.;Er hat Recht.;Subject of sentence;declension;nom;3sg;present;2;nominative,pronoun-case;
GD415;G019;sentence_structure;Er sitzt auf dem Stuhl.;Setz dich auf den Stuhl!;Command with reflexive verb;mood_change;acc;2sg;imperative;5;two-way-preposition,reflexive,imperative;`sich setzen` is a directed action -> Accusative.
GD416;reflexive_verb;sich die Hände waschen (ich);ich wasche mir die Hände;Ich wasche mir die Hände vor dem Essen.;I wash my hands before the meal.;Dative Reflexive Pronoun;reflexive;dat;1sg;present;5;reflexive,dative;The hands are the direct object, so 'me' (mir) becomes the indirect/dative object.
GD417;reflexive_verb;sich die Zähne putzen (er);er putzt sich die Zähne;Er putzt sich jeden Abend die Zähne.;He brushes his teeth every evening.;Dative Reflexive Pronoun;reflexive;dat;3sg;present;5;reflexive,dative;
GD418;reflexive_verb;sich etwas wünschen (du);du wünschst dir etwas;Was wünschst du dir zum Geburtstag?;What do you wish for your birthday?;Dative Reflexive Pronoun;reflexive;dat;2sg;present;5;reflexive,dative,question;
GD419;G010;transformation;Ich konnte nicht schlafen.;Ich habe nicht schlafen können.;Präteritum -> Perfekt (Modal);tense_change;;1sg;perfekt;5;perfekt,modal,haben;
GD420;G010;transformation;Er musste zu Hause bleiben.;Er hat zu Hause bleiben müssen.;Präteritum -> Perfekt (Modal);tense_change;;3sg;perfekt;5;perfekt,modal,haben;Although `bleiben` normally takes 'sein', with a modal it uses `haben`.
GD421;G025;declension;mit (mein bester Freund);mit meinem besten Freund;Ich war mit meinem besten Freund im Kino.;I was at the cinema with my best friend.;Declension after Preposition;declension;dat;1sg;präteritum;5;dative-preposition,adjective-declension;
GD422;G025;declension;durch (der lange Tunnel);durch den langen Tunnel;Wir sind durch den langen Tunnel gefahren.;We drove through the long tunnel.;Declension after Preposition;declension;acc;1pl;perfekt;5;accusative-preposition,adjective-declension;
GD423;G026;transformation;alt;am ältesten;Mein Großvater ist am ältesten in unserer Familie.;My grandfather is the oldest in our family.;Superlative;comparison;;;present;4;superlative,umlaut;
GD424;G026;transformation;teuer;am teuersten;Welches Hotel ist am teuersten?;Which hotel is the most expensive?;Superlative;comparison;;;present;4;superlative,spelling;
GD425;G011;transformation;sich streiten -> gestritten;wir haben uns gestritten;Wir haben uns gestern gestritten.;We argued yesterday.;Reflexive Perfekt;tense_change;acc;1pl;perfekt;4;perfekt,haben,reflexive;
GD426;G011;transformation;sich verlieben -> verliebt;er hat sich verliebt;Er hat sich in sie verliebt.;He fell in love with her.;Reflexive Perfekt;tense_change;acc;3sg;perfekt;4;perfekt,haben,reflexive;
GD427;G011;transformation;sich unterhalten -> unterhalten;sie haben sich unterhalten;Sie haben sich lange unterhalten.;They chatted for a long time.;Reflexive Perfekt;tense_change;acc;3pl;perfekt;4;perfekt,haben,reflexive,inseparable;
GD428;G020;transformation;Du ziehst dich an!;Zieh dich an!;Reflexive Command;mood_change;acc;2sg;imperative;4;reflexive,separable-verb,imperative;`anziehen` is separable.
GD429;G020;transformation;Ihr setzt euch!;Setzt euch!;Reflexive Command;mood_change;acc;2pl;imperative;4;reflexive,imperative;
GD430;G015;word_order;Woher wissen Sie das?;Woher wissen Sie das?;W-Frage word order;word_order;;3pl;present;3;question,w-frage;
GD431;G015;word_order;Wann hast du Geburtstag?;Wann hast du Geburtstag?;W-Frage word order;word_order;;2sg;present;3;question,w-frage;
GD432;G015;word_order;Mit wem gehst du ins Kino?;Mit wem gehst du ins Kino?;W-Frage with Dative Preposition;word_order;dat;2sg;present;5;question,w-frage,dative-preposition;`wem` is the dative of `wer`.
GD433;G015;word_order;Auf wen wartest du?;Auf wen wartest du?;W-Frage with Accusative Preposition;word_order;acc;2sg;present;5;question,w-frage,accusative-preposition;`wen` is the accusative of `wer`.
GD434;G023;word_order;Solange du hier bist, bin ich glücklich.;Solange du hier bist, bin ich glücklich.;Subordinate Clause first;word_order;;1sg;present;5;conjunction,solange,inversion;
GD435;G023;word_order;Nachdem er gegessen hatte, hat er ferngesehen.;Nachdem er gegessen hatte, hat er ferngesehen.;Subordinate Clause first;word_order;;3sg;past-perfect;5;conjunction,nachdem,perfekt;This structure often uses past perfect (`hatte gegessen`).
GD436;passive_voice;man öffnet das Fenster;das Fenster wird geöffnet;Das Fenster wird um 8 Uhr geöffnet.;The window is opened at 8 o'clock.;Present Passive;mood_change;nom;3sg;present;5;passive,werden;Introduction to passive voice (B1 topic).
GD437;passive_voice;man hat das Auto repariert;das Auto ist repariert worden;Das Auto ist gestern repariert worden.;The car was repaired yesterday.;Perfekt Passive;mood_change;nom;3sg;perfekt;5;passive,worden;Introduction to passive voice (B1 topic).
GD438;relative_clause;Der Mann, der dort steht...;Der Mann, der dort steht, ist mein Onkel.;The man who is standing there is my uncle.;Relative Pronoun (Nom);relative_clause;nom;3sg;present;5;relative-clause;`der` as a relative pronoun. (B1 topic).
GD439;relative_clause;Die Frau, die ich liebe...;Die Frau, die ich liebe, heißt Maria.;The woman whom I love is named Maria.;Relative Pronoun (Acc);relative_clause;acc;1sg;present;5;relative-clause;`die` as a relative pronoun. (B1 topic).
GD440;relative_clause;Das Kind, dem ich helfe...;Das Kind, dem ich helfe, lernt schnell.;The child whom I am helping learns fast.;Relative Pronoun (Dat);relative_clause;dat;1sg;present;5;relative-clause;`dem` as a relative pronoun. (B1 topic).
GD441;G024;declension;meins;meins;Wessen Handy ist das? - Das ist meins.;Whose phone is that? - That is mine.;Possessive Pronoun;declension;nom;3sg;present;4;possessive,pronoun;Possessive article used as a standalone pronoun.
GD442;G024;declension;deiner;deiner;Mein Rucksack ist schwarz. Deiner ist blau.;My backpack is black. Yours is blue.;Possessive Pronoun;declension;nom;3sg;present;4;possessive,pronoun;`deiner` replaces `dein Rucksack`.
GD443;G024;declension;seine;seine;Ich finde meine Schlüssel nicht. Hast du seine gesehen?;I can't find my keys. Have you seen his?;Possessive Pronoun;declension;acc;2sg;perfekt;4;possessive,pronoun;`seine` replaces `seine Schlüssel`.
GD444;G010;transformation;Ich durfte nicht gehen.;Ich habe nicht gehen dürfen.;Präteritum -> Perfekt (Modal);tense_change;;1sg;perfekt;5;perfekt,modal,haben;
GD445;G011;transformation;reparieren -> repariert;er hat repariert;Er hat den Motor repariert.;He repaired the engine.;Participle Formation (-ieren);tense_change;acc;3sg;perfekt;3;perfekt,haben,ieren-verb;
GD446;G011;transformation;organisieren -> organisiert;wir haben organisiert;Wir haben die Party zusammen organisiert.;We organized the party together.;Participle Formation (-ieren);tense_change;;1pl;perfekt;3;perfekt,haben,ieren-verb;
GD447;G016;declension;der Polizist;dem Polizisten;Ich gebe dem Polizisten meinen Ausweis.;I give the police officer my ID card.;n-declension;declension;dat;1sg;present;5;dative,n-declension;
GD448;G016;declension;der Präsident;dem Präsidenten;Wir hören dem Präsidenten zu.;We are listening to the president.;n-declension;declension;dat;1pl;present;5;dative,n-declension;
GD449;G006;declension;der Tourist;den Touristen;Ich frage den Touristen nach dem Weg.;I ask the tourist for the way.;n-declension;declension;acc;1sg;present;5;accusative,n-declension;
GD450;G017;sentence_structure;trotz (das schlechte Wetter);trotz des schlechten Wetters;Genitive Preposition;declension;gen;1pl;present;5;genitive-preposition;`trotz` takes Genitive (formal) or Dative (informal).
GD451;G017;sentence_structure;während (der Film);während des Films;Genitive Preposition;declension;gen;3sg;present;5;genitive-preposition;`während` takes Genitive (formal) or Dative (informal).
GD452;G017;sentence_structure;wegen (der Regen);wegen des Regens;Wegen des Regens bleiben wir zu Hause.;Because of the rain, we're staying home.;Genitive Preposition;declension;gen;1pl;present;5;genitive-preposition;
GD453;genitive_case;das Auto (mein Vater);das Auto meines Vaters;Das ist das Auto meines Vaters.;That is my father's car.;Genitive of Possession;declension;gen;3sg;present;5;genitive-case;Introduction to Genitive case (B1 topic).
GD454;genitive_case;die Farbe (das Haus);die Farbe des Hauses;Die Farbe des Hauses ist weiß.;The color of the house is white.;Genitive of Possession;declension;gen;3sg;present;5;genitive-case;
GD455;G002;word_order;Selten habe ich so etwas Gutes gegessen.;Selten habe ich so etwas Gutes gegessen.;Adverb in Pos 1;word_order;;1sg;perfekt;4;word-order,v2-rule,inversion;
GD456;G002;word_order;Niemals würde ich das tun.;Niemals würde ich das tun.;Adverb in Pos 1;word_order;;1sg;future;4;word-order,v2-rule,inversion;
GD457;G023;word_order;Er fragt, warum ich lache.;Er fragt, warum ich lache.;Indirect W-Frage;word_order;;1sg;present;4;conjunction,warum;
GD458;G023;word_order;Ich weiß nicht, wo er wohnt.;Ich weiß nicht, wo er wohnt.;Indirect W-Frage;word_order;;3sg;present;4;conjunction,wo;
GD459;reflexive_verb;sich anziehen (ich ziehe mir an);ich ziehe mir eine Jacke an;Ich ziehe mir eine Jacke an, weil es kalt ist.;I put on a jacket because it's cold.;Dative Reflexive + Separable;reflexive;dat;1sg;present;5;reflexive,dative,separable-verb;
GD460;reflexive_verb;sich die Haare schneiden lassen;ich lasse mir die Haare schneiden;Ich lasse mir morgen die Haare schneiden.;I'm getting my hair cut tomorrow.;Reflexive with `lassen`;mood_change;dat;1sg;present;5;reflexive,lassen;`lassen` + infinitive to mean 'to have something done'.
GD461;G010;transformation;Du hättest anrufen sollen.;Du hättest anrufen sollen.;Past Modal (Subjunctive);tense_change;;2sg;konjunktiv2;5;konjunktiv2,modal;Expressing past regret/advice (B1+ topic).
GD462;G010;transformation;Ich hätte das machen können.;Ich hätte das machen können.;Past Modal (Subjunctive);tense_change;;1sg;konjunktiv2;5;konjunktiv2,modal;
GD463;konjunktiv2;Wenn ich du wäre...;Wenn ich du wäre, würde ich das nicht tun.;If I were you, I wouldn't do that.;Subjunctive II (würde);mood_change;;1sg;konjunktiv2;5;konjunktiv2,würde;`wäre` is subjunctive of `sein`.
GD464;konjunktiv2;Wenn ich Zeit hätte...;Wenn ich Zeit hätte, würde ich mehr reisen.;If I had time, I would travel more.;Subjunctive II (würde);mood_change;;1sg;konjunktiv2;5;konjunktiv2,würde;`hätte` is subjunctive of `haben`.
GD465;G022;word_order;Je mehr du lernst, desto mehr weißt du.;Je mehr du lernst, desto mehr weißt du.;Correlative Conjunction;word_order;;2sg;present;5;conjunction,je-desto;`je` clause is verb-final, `desto` clause has V2 inversion.
GD466;G011;transformation;empfehlen -> empfohlen;ich habe empfohlen;Ich habe dir dieses Buch empfohlen.;I recommended this book to you.;Participle Formation;tense_change;dat;1sg;perfekt;4;perfekt,haben,inseparable;
GD467;G012;transformation;bleiben -> geblieben;er ist geblieben;Er ist der einzige Gast, der geblieben ist.;He is the only guest who stayed.;Participle in Relative Clause;tense_change;;3sg;perfekt;5;perfekt,sein,relative-clause;
GD468;G016;declension;unser alter Lehrer;unserem alten Lehrer;Wir haben unserem alten Lehrer ein Geschenk gegeben.;We gave our old teacher a present.;Dative Declension;declension;dat;1pl;perfekt;5;dative,adjective-declension;
GD469;G016;declension;ein kleines Kind;einem kleinen Kind;Es ist schwer, einem kleinen Kind das zu erklären.;It's hard to explain that to a small child.;Dative Declension;declension;dat;3sg;present;5;dative,adjective-declension;
GD470;G006;declension;jeder neue Tag;jeden neuen Tag;Ich genieße jeden neuen Tag.;I enjoy every new day.;Accusative Declension;declension;acc;1sg;present;4;accusative,adjective-declension;`jeder` declines like `der`.
GD471;G006;declension;dieser alte Film;diesen alten Film;Hast du diesen alten Film gesehen?;Have you seen this old movie?;Accusative Declension;declension;acc;2sg;perfekt;4;accusative,adjective-declension;`dieser` declines like `der`.
GD472;G017;sentence_structure;seit (lange Zeit);seit langer Zeit;Wir haben uns seit langer Zeit nicht gesehen.;We haven't seen each other for a long time.;Dative Declension;declension;dat;1pl;perfekt;5;dative-preposition,adjective-declension;
GD473;G017;sentence_structure;aus (ein guter Grund);aus einem guten Grund;Er hat das aus einem guten Grund getan.;He did that for a good reason.;Dative Declension;declension;dat;3sg;perfekt;5;dative-preposition,adjective-declension;
GD474;G019;sentence_structure;Die Katze schläft unter (der warme Tisch).;Die Katze schläft unter dem warmen Tisch.;Dative Declension;declension;dat;3sg;present;5;two-way-preposition,location,adjective;
GD475;G019;sentence_structure;Stell es bitte neben (die große Pflanze)!;Stell es bitte neben die große Pflanze!;Accusative Declension;declension;acc;2sg;imperative;5;two-way-preposition,direction,adjective;
GD476;G021;transformation;zurückkommen;wann kommst du zurück;Wann kommst du aus dem Urlaub zurück?;When are you coming back from vacation?;Separable Verb Question;word_order;;2sg;present;4;separable-verb,zurückkommen,question;
GD477;G021;transformation;herunterladen;ich lade herunter;Ich lade die App auf mein Handy herunter.;I'm downloading the app to my phone.;Separable Verb Sentence;word_order;;1sg;present;4;separable-verb,herunterladen;
GD478;G021;transformation;anzünden;er zündet an;Er zündet eine Kerze an.;He is lighting a candle.;Separable Verb Sentence;word_order;;3sg;present;4;separable-verb,anzünden;
GD479;G011;transformation;stattfinden -> stattgefunden;das Treffen hat stattgefunden;Das Treffen hat gestern stattgefunden.;The meeting took place yesterday.;Participle Formation;tense_change;;3sg;perfekt;4;perfekt,haben,separable-verb;
GD480;G011;transformation;einladen -> eingeladen;ich habe eingeladen;Ich habe alle meine Freunde eingeladen.;I invited all my friends.;Participle Formation;tense_change;acc;1sg;perfekt;4;perfekt,haben,separable-verb;
